0	1	2	3	4	5
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80&allowMobile=y&ecid=em_21056309&rid=252173631&mes=Celebrity%20Wave%2025%20Dep%20Offer%20W2%20011616%20EM&emsc=CPR0000000000EM&empf=U&emct=&lnkid=BN1_WAVW25DEP	01-16-2016	22:38:47 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80&allowMobile=y&ecid=em_21056309&rid=252173631&mes=Celebrity%20Wave%2025%20Dep%20Offer%20W2%20011616%20EM&emsc=CPR0000000000EM&empf=U&emct=&lnkid=BN1_WAVW25DEP	01-16-2016	22:38:48 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/ships	01-16-2016	22:39:06 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/ships	01-16-2016	22:39:08 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/ships/celebrity-equinox	01-16-2016	22:39:35 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/ships/celebrity-equinox	01-16-2016	22:39:36 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/cruise-search	01-16-2016	22:42:18 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/cruise-search	01-16-2016	22:42:19 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/cruise-search/search-results?isWidget=false&dest=ANY&sailStartDate=2016-07&sailEndDate=2016-07&ship=RF&port=ANY&duration=ANY&includeAdjascentPorts=Y&accessCabin=&promoid=&promoType=&promotionTypeId=&priceProgram=&sortBy=7&startRow=0&count=10&cruiseType=CO&cruiseInt=&isCrieriaExcluded=false&state=&captain_id=&couponCodes=&isSenior=&isMilitary=&isFireandPolice=	01-16-2016	22:44:06 GMT
0000d14f6e7425b4abf5b40f46c2679d	1	172:01:57	http://www.celebritycruises.com/cruise-search/search-results?isWidget=false&dest=ANY&sailStartDate=2016-07&sailEndDate=2016-07&ship=RF&port=ANY&duration=ANY&includeAdjascentPorts=Y&accessCabin=&promoid=&promoType=&promotionTypeId=&priceProgram=&sortBy=7&startRow=0&count=10&cruiseType=CO&cruiseInt=&isCrieriaExcluded=false&state=&captain_id=&couponCodes=&isSenior=&isMilitary=&isFireandPolice=	01-16-2016	22:44:07 GMT
