1	870603	1020321	0	1673
2	0	0	147545	968
3	0	0	59748	711
4	0	0	31621	595
5	0	0	18667	457
6	0	0	12428	375
7	0	0	8550	319
8	0	0	6108	262
9	0	0	4648	222
10	0	0	3400	184
11	0	0	2624	204
12	0	0	1980	157
13	0	0	1669	121
14	0	0	1257	101
15	0	0	1116	110
16	0	0	900	89
17	0	0	761	84
18	0	0	599	73
19	0	0	530	57
20	0	0	458	52
21	0	0	390	60
22	0	0	328	45
23	0	0	301	37
24	0	0	248	35
25	0	0	213	30
26	0	0	193	26
27	0	0	160	29
28	0	0	152	21
29	0	0	137	19
30	0	0	117	18
31	0	0	113	18
32	0	0	103	14
33	0	0	92	15
34	0	0	79	16
35	0	0	52	9
36	0	0	63	8
37	0	0	56	17
38	0	0	49	9
39	0	0	45	10
40	0	0	48	14
41	0	0	34	7
42	0	0	45	8
43	0	0	41	5
44	0	0	24	7
45	0	0	23	7
46	0	0	22	5
47	0	0	22	9
48	0	0	25	6
49	0	0	27	2
50	0	0	26	5
51	0	0	22	3
52	0	0	22	7
53	0	0	15	6
54	0	0	15	3
55	0	0	20	4
56	0	0	17	1
57	0	0	23	5
58	0	0	19	1
59	0	0	7	3
60	0	0	9	1
61	0	0	10	3
62	0	0	11	3
63	0	0	15	3
64	0	0	6	5
65	0	0	10	5
66	0	0	11	1
67	0	0	9	2
68	0	0	7	0
69	0	0	5	3
70	0	0	6	3
71	0	0	4	2
72	0	0	6	1
73	0	0	5	2
74	0	0	4	2
75	0	0	4	4
76	0	0	4	0
77	0	0	8	1
78	0	0	2	4
79	0	0	4	0
80	0	0	4	1
81	0	0	9	1
82	0	0	4	0
83	0	0	1	1
84	0	0	1	2
85	0	0	3	1
86	0	0	4	1
87	0	0	9	0
88	0	0	3	2
89	0	0	3	1
90	0	0	2	1
91	0	0	1	2
92	0	0	2	0
93	0	0	3	0
94	0	0	2	1
95	0	0	2	0
96	0	0	2	1
97	0	0	5	1
98	0	0	2	2
99	0	0	1	0
100	0	0	0	0
101	0	0	1	0
102	0	0	3	1
103	0	0	1	0
104	0	0	0	1
105	0	0	0	0
106	0	0	1	1
107	0	0	0	2
