00000236f8075772e33b89562e8623f9	1	00:00:01	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80&allowMobile=y&ecid=em_21048599&rid=344277405&mes=Celebrity%20Wave%2025%20Dep%20Offer%20Jan%202016%20EM&emsc=CPR0000000000EM&empf=U&emct=P&lnkid=BN1_WAVW25DEP	2016-01-09	02:21:35 GMT
00000236f8075772e33b89562e8623f9	1	00:00:01	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80&allowMobile=y&ecid=em_21048599&rid=344277405&mes=Celebrity%20Wave%2025%20Dep%20Offer%20Jan%202016%20EM&emsc=CPR0000000000EM&empf=U&emct=P&lnkid=BN1_WAVW25DEP	2016-01-09	02:21:36 GMT
00000670f8518070e54d05763afacd1d	1	00:00:00	http://www.celebritycruises.com/onboard-celebrity/onboard-beverage-packages?pagename=onboard_beverage_packages_overview	2015-12-25	16:30:57 GMT
00000db0d6525fedce9b89cbaa80bf41	1	00:00:00	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80	2016-01-17	00:20:41 GMT
000012db91461f0a5e46da463d867747	1	00:00:00	http://www.celebritycruises.com/home?wuc=USA	2016-01-06	06:13:39 GMT
0000213184d34e60ad99acfe3e122368	1	00:00:00	https://secure.celebritycruises.com/captains-club/gateway	2015-11-25	22:46:02 GMT
00002a7e35fbe84bcffa8254ca344857	1	00:00:01	http://www.celebritycruises.com/destinations/alaska?cid=ps_mest_goog_brndgn_1410_dtak_adlk_us_6438&cs=NAVBAR&gclid=CLCimOrmr8oCFUhlfgod82MCYg	2016-01-17	02:31:05 GMT
00002a7e35fbe84bcffa8254ca344857	1	00:00:01	http://www.celebritycruises.com/destinations/alaska?cid=ps_mest_goog_brndgn_1410_dtak_adlk_us_6438&cs=NAVBAR&gclid=CLCimOrmr8oCFUhlfgod82MCYg	2016-01-17	02:31:06 GMT
00002bbae1089f9cec2bf488ac262998	1	00:00:00	http://www.celebritycruises.com/home?wuc=USA	2016-01-29	01:06:56 GMT
0000331b206d605fff767ab15b0d2233	1	00:06:58	http://www.celebritycruises.com/cruise-search/search-results?isWidget=false&dest=ALCAN&sailStartDate=2017-08&sailEndDate=2017-08&ship=ML&port=ANY&duration=ANY&includeAdjascentPorts=Y&accessCabin=&promoid=&promoType=&promotionTypeId=&priceProgram=&sortBy=7&startRow=0&count=10&cruiseType=CO&cruiseInt=&isCrieriaExcluded=false&state=&captain_id=&couponCodes=&isSenior=&isMilitary=&isFireandPolice=	2015-12-06	16:34:24 GMT
