User	Tier(Derived Manually for qc)	Session ID	Duration			URL	Date	Time 
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/cruise-search/search-results	1/23/16	21:20:32 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/cruise-search/search-results	1/23/16	21:20:34 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/cruises/cruise-package-SIYQM4PK?packageid=SIYQM4PK&dest=CARIB&shipCode=SI&shipName=Celebrity Silhouette&sailDate=1160221&cabincls=DELUXE	1/23/16	21:22:26 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/cruise-search/search-results	1/23/16	21:22:39 GMT
0000cd41e2beff03ce2f0573281c0b34		2	0:01:30	NC_southport	US	https://secure.celebritycruises.com/checkin/beforeyoucruise	1/24/16	01:43:08 GMT
0000cd41e2beff03ce2f0573281c0b34		2	0:01:30	NC_southport	US	https://secure.celebritycruises.com/checkin/beforeyoucruise	1/24/16	01:43:19 GMT
0000cd41e2beff03ce2f0573281c0b34		2	0:01:30	NC_southport	US	http://www.celebritycruises.com/ships	1/24/16	01:44:23 GMT
0000cd41e2beff03ce2f0573281c0b34		2	0:01:30	NC_southport	US	http://www.celebritycruises.com/ships/celebrity-silhouette	1/24/16	01:44:38 GMT
0000d14f6e7425b4abf5b40f46c2679d	3	1	0:09:50	TN_columbia	US	http://www.celebritycruises.com/?allowMobile=y&ecid=em_20998251&rid=302783426&mes=Celebrity%20Exciting%20Deals%20111715%20NON%20RESIDENT%20EM&emsc=CPRUSRSPNDR00EM&empf=U&emct=&lnkid=CELHP_HEADER	11/18/15	22:35:23 GMT
0000d14f6e7425b4abf5b40f46c2679d		1	0:09:50	TN_columbia	US	http://www.celebritycruises.com/htmlpage/celebrity-suites-offer	11/18/15	22:35:47 GMT
0000d14f6e7425b4abf5b40f46c2679d		1	0:09:50	TN_columbia	US	http://www.celebritycruises.com/htmlpage/celebrity-suite-class	11/18/15	22:36:12 GMT
0000d14f6e7425b4abf5b40f46c2679d		1	0:09:50	TN_columbia	US	http://www.celebritycruises.com/cruise-search/search-results	11/18/15	22:38:02 GMT
0000d14f6e7425b4abf5b40f46c2679d		1	0:09:50	TN_columbia	US	http://www.celebritycruises.com/cruises/cruise-package-CS05W070?packageid=CS05W070&dest=CARIB&shipCode=CS&shipName=Celebrity%20Constellation&sailDate=1160314&cabincls=DELUXE&promoType=80	11/18/15	22:39:27 GMT
0000d14f6e7425b4abf5b40f46c2679d		1	0:09:50	TN_columbia	US	http://www.celebritycruises.com/cruise-search/search-results	11/18/15	22:45:13 GMT
0000d14f6e7425b4abf5b40f46c2679d		2	0:00:00	TN_columbia	US	http://www.celebritycruises.com/cruises/cruise-package-CS04S112?packageid=CS04S112&dest=BAHAM&shipCode=CS&shipName=Celebrity%20Constellation&sailDate=1160114&cabincls=AQUA&ltoReferred=true&promoType=50&allowMobile=y&ecid=em_21002377&rid=302783426&mes=Celebrity%20Caribbean%20Go%20BIg%20Upgrade%20Nov%202015%20EM&emsc=CPRUSLAST2YR0EM&empf=U&emct=&lnkid=ITINSRCH_CS_011416	11/20/15	17:51:03 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80&allowMobile=y&ecid=em_21048978&rid=252173631&mes=Celebrity%20Wave%2025%20Dep%20Offer%20Jan%202016%20W2%20EM&emsc=CPR0000000000EM&empf=U&emct=&lnkid=ITINSRCH_WAVE_CAR	1/9/16	18:35:18 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/cruises/cruise-package-RF07W187?packageid=RF07W187&dest=CARIB&shipCode=RF&shipName=Celebrity%20Reflection&sailDate=1161203&cabincls=AQUA&ltoReferred=true&promoType=80	1/9/16	18:38:13 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:45:19 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:45:20 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships/celebrity-silhouette	1/9/16	18:45:45 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:50:06 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships/celebrity-eclipse	1/9/16	18:50:10 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships/celebrity-eclipse	1/9/16	18:50:11 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:50:47 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:50:48 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships/celebrity-silhouette	1/9/16	18:50:55 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:51:00 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships/celebrity-equinox	1/9/16	18:51:04 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:51:58 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:51:59 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships/celebrity-solstice	1/9/16	18:52:02 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:52:11 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships/celebrity-reflection	1/9/16	18:52:14 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:53:50 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships/celebrity-constellation	1/9/16	18:53:55 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships/celebrity-constellation	1/9/16	18:53:56 GMT
0000d14f6e7425b4abf5b40f46c2679d		3	0:20:58	TN_columbia	US	http://www.celebritycruises.com/ships	1/9/16	18:54:35 GMT
