User	Tier(Derived Manually for qc)	Session ID	Duration			URL	Date	Time 
00000236f8075772e33b89562e8623f9	3	1	0:00:01	PA_philadelphia	US	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80&allowMobile=y&ecid=em_21048599&rid=344277405&mes=Celebrity%20Wave%2025%20Dep%20Offer%20Jan%202016%20EM&emsc=CPR0000000000EM&empf=U&emct=P&lnkid=BN1_WAVW25DEP	1/9/16	02:21:35 GMT
00000236f8075772e33b89562e8623f9		1	0:00:01	PA_philadelphia	US	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80&allowMobile=y&ecid=em_21048599&rid=344277405&mes=Celebrity%20Wave%2025%20Dep%20Offer%20Jan%202016%20EM&emsc=CPR0000000000EM&empf=U&emct=P&lnkid=BN1_WAVW25DEP	1/9/16	02:21:36 GMT
00000236f8075772e33b89562e8623f9		2	0:00:00	PA_philadelphia	US	http://www.celebritycruises.com/htmlpage/deals-and-departures?allowMobile=y&ecid=em_21057010&rid=344277405&mes=Celebrity%20Caribbean%20DD%20Jan%202016%20W2%20EM&emsc=CPR0000000000EM&empf=U&emct=P&lnkid=SPECIAL_DD_EXOTICS	1/18/16	15:44:27 GMT
00000670f8518070e54d05763afacd1d	1	1	0:00:00	TN_gallatin	US	http://www.celebritycruises.com/onboard-celebrity/onboard-beverage-packages?pagename=onboard_beverage_packages_overview	12/25/15	16:30:57 GMT
00000db0d6525fedce9b89cbaa80bf41	1	1	0:00:00	AZ_gilbert	US	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80	1/17/16	00:20:41 GMT
000012db91461f0a5e46da463d867747	1	1	0:00:00	CA_san mateo	US	http://www.celebritycruises.com/home?wuc=USA	1/6/16	06:13:39 GMT
0000213184d34e60ad99acfe3e122368	1	1	0:00:00	PA_mount pleasant	US	https://secure.celebritycruises.com/captains-club/gateway	11/25/15	22:46:02 GMT
00002a7e35fbe84bcffa8254ca344857	1	1	0:00:01	WA_lynnwood	US	http://www.celebritycruises.com/destinations/alaska?cid=ps_mest_goog_brndgn_1410_dtak_adlk_us_6438&cs=NAVBAR&gclid=CLCimOrmr8oCFUhlfgod82MCYg	1/17/16	02:31:05 GMT
00002a7e35fbe84bcffa8254ca344857		1	0:00:01	WA_lynnwood	US	http://www.celebritycruises.com/destinations/alaska?cid=ps_mest_goog_brndgn_1410_dtak_adlk_us_6438&cs=NAVBAR&gclid=CLCimOrmr8oCFUhlfgod82MCYg	1/17/16	02:31:06 GMT
00002bbae1089f9cec2bf488ac262998	1	1	0:00:00	CA_san mateo	US	http://www.celebritycruises.com/home?wuc=USA	1/29/16	01:06:56 GMT
0000331b206d605fff767ab15b0d2233	2	1	0:06:58	NJ_washington	US	http://www.celebritycruises.com/cruise-search/search-results?isWidget=false&dest=ALCAN&sailStartDate=2017-08&sailEndDate=2017-08&ship=ML&port=ANY&duration=ANY&includeAdjascentPorts=Y&accessCabin=&promoid=&promoType=&promotionTypeId=&priceProgram=&sortBy=7&startRow=0&count=10&cruiseType=CO&cruiseInt=&isCrieriaExcluded=false&state=&captain_id=&couponCodes=&isSenior=&isMilitary=&isFireandPolice=	12/6/15	16:34:24 GMT
0000331b206d605fff767ab15b0d2233		1	0:06:58	NJ_washington	US	http://www.celebritycruises.com/cruise-search/search-results?isWidget=false&dest=ALCAN&sailStartDate=2017-08&sailEndDate=2017-08&ship=ML&port=ANY&duration=ANY&includeAdjascentPorts=Y&accessCabin=&promoid=&promoType=&promotionTypeId=&priceProgram=&sortBy=7&startRow=0&count=10&cruiseType=CO&cruiseInt=&isCrieriaExcluded=false&state=&captain_id=&couponCodes=&isSenior=&isMilitary=&isFireandPolice=	12/6/15	16:34:25 GMT
0000331b206d605fff767ab15b0d2233		1	0:06:58	NJ_washington	US	http://www.celebritycruises.com/cruises/cruise-package-ML13A707?packageid=ML13A707&dest=ALCAN&shipCode=ML&shipName=Celebrity%20Millennium&sailDate=1170818&cabincls=BALCONY	12/6/15	16:36:01 GMT
0000331b206d605fff767ab15b0d2233		1	0:06:58	NJ_washington	US	http://www.celebritycruises.com/cruises/cruise-package-ML13A707?packageid=ML13A707&dest=ALCAN&shipCode=ML&shipName=Celebrity%20Millennium&sailDate=1170818&cabincls=BALCONY	12/6/15	16:36:02 GMT
0000331b206d605fff767ab15b0d2233		1	0:06:58	NJ_washington	US	http://www.celebritycruises.com/cruise-search/search-results?isWidget=false&dest=ALCAN&sailStartDate=2017-08&sailEndDate=2017-08&ship=ML&port=ANY&duration=ANY&includeAdjascentPorts=Y&accessCabin=&promoid=&promoType=&promotionTypeId=&priceProgram=&sortBy=7&startRow=0&count=10&cruiseType=CO&cruiseInt=&isCrieriaExcluded=false&state=&captain_id=&couponCodes=&isSenior=&isMilitary=&isFireandPolice=	12/6/15	16:40:35 GMT
0000331b206d605fff767ab15b0d2233		1	0:06:58	NJ_washington	US	http://www.celebritycruises.com/cruise-search/search-results?isWidget=false&dest=ALCAN&sailStartDate=2017-08&sailEndDate=2017-08&ship=ML&port=ANY&duration=ANY&includeAdjascentPorts=Y&accessCabin=&promoid=&promoType=&promotionTypeId=&priceProgram=&sortBy=7&startRow=0&count=10&cruiseType=CO&cruiseInt=&isCrieriaExcluded=false&state=&captain_id=&couponCodes=&isSenior=&isMilitary=&isFireandPolice=	12/6/15	16:40:36 GMT
0000331b206d605fff767ab15b0d2233		1	0:06:58	NJ_washington	US	http://www.celebritycruises.com/cruise-search/search-results?isWidget=false&dest=ALCAN&sailStartDate=2017-08&sailEndDate=2017-08&ship=ML&port=ANY&duration=ANY&includeAdjascentPorts=Y&accessCabin=&promoid=&promoType=&promotionTypeId=&priceProgram=&sortBy=7&startRow=0&count=10&cruiseType=CO&cruiseInt=&isCrieriaExcluded=false&state=&captain_id=&couponCodes=&isSenior=&isMilitary=&isFireandPolice=	12/6/15	16:41:21 GMT
0000331b206d605fff767ab15b0d2233		1	0:06:58	NJ_washington	US	http://www.celebritycruises.com/cruise-search/search-results?isWidget=false&dest=ALCAN&sailStartDate=2017-08&sailEndDate=2017-08&ship=ML&port=ANY&duration=ANY&includeAdjascentPorts=Y&accessCabin=&promoid=&promoType=&promotionTypeId=&priceProgram=&sortBy=7&startRow=0&count=10&cruiseType=CO&cruiseInt=&isCrieriaExcluded=false&state=&captain_id=&couponCodes=&isSenior=&isMilitary=&isFireandPolice=	12/6/15	16:41:22 GMT
0000465d27f9b82f4c4e8972f7fbf79f	2	1	0:04:17	KY_louisville	US	https://secure.celebritycruises.com/order-brochure/order-brochure?cS=Footer&ICID=Cel_11Q4_web_hp_ftr_brochures&CID=emx_etar_mul_2016wv_1601_25dp_em_ky_1613&allowMobile=y	1/9/16	19:47:45 GMT
0000465d27f9b82f4c4e8972f7fbf79f		1	0:04:17	KY_louisville	US	http://www.celebritycruises.com/htmlpage/mobile_gateway	1/9/16	19:49:13 GMT
0000465d27f9b82f4c4e8972f7fbf79f		1	0:04:17	KY_louisville	US	https://secure.celebritycruises.com/captains-club/gateway	1/9/16	19:52:02 GMT
000049df7bb5a07b987d66d9d408235f	1	1	0:00:00	FL_ocala	US	http://www.celebritycruises.com/cruises/cruise-package-SM06R010?packageid=SM06R010&dest=CARIB&shipCode=SM&shipName=Celebrity%20Summit&sailDate=1161016&cabincls=CONCIERGE	12/11/15	14:22:23 GMT
00004ee5f495f37d6e2590e1d01ee16f	2	1	0:02:16	NY_florida	US	http://www.celebritycruises.com/htmlpage/deals-and-departures?CID=emx_etar_em_2016wv_1601_bbbeuro_em_orl_9286&allowMobile=y	1/23/16	23:26:16 GMT
00004ee5f495f37d6e2590e1d01ee16f		1	0:02:16	NY_florida	US	http://www.celebritycruises.com/sitemap?cS=Footer&ICID=Cel_11Q4_web_hp_ftr_sitemap	1/23/16	23:27:55 GMT
00004ee5f495f37d6e2590e1d01ee16f		1	0:02:16	NY_florida	US	http://www.celebritycruises.com/about-celebrity/preferred-partnerships	1/23/16	23:28:32 GMT
00005667ad7fd7633f3baf20a07be47a	1	1	0:00:00	CA_ventura	US	http://www.celebritycruises.com/cruises/cruise-package-SL14K071?packageid=SL14K071&dest=AUSTL&shipCode=SL&shipName=Celebrity%20Solstice&sailDate=1160119&cabincls=INTERIOR&promoType=80&allowMobile=y&ecid=em_21028349&rid=260248575&mes=Celebrity%20Exciting%20Deals%20121515%20CALIFORNIA%20CVP&emsc=CCVPASSUS0000EM&empf=Y&emct=S&lnkid=ITINSRCH_SL_011916	12/15/15	19:04:10 GMT
00006007b6e0bf3c5d42068431668e43	1	1	0:00:00	IL_chicago	US	http://www.celebritycruises.com/home?wuc=USA	12/12/15	11:32:59 GMT
000068494338ba96eeadccd52486c377	2	1	0:00:28	NC_indian trail	US	"http://www.celebritycruises.com/htmlpage/go-alaska?allowMobile=y&ecid=em_21014791&rid=146050814&mes=New%20Deplymnt%20AL,%20BER%20CanNE%20CC%20DEC%202015%20Version1&emsc=CCCSELECT0000EM&empf=U&emct=S&lnkid=DEPLOYMENT__AL_LM1"	12/2/15	22:22:41 GMT
000068494338ba96eeadccd52486c377		1	0:00:28	NC_indian trail	US	http://www.celebritycruises.com/cruise-search/search-results	12/2/15	22:23:08 GMT
000068494338ba96eeadccd52486c377		1	0:00:28	NC_indian trail	US	http://www.celebritycruises.com/cruise-search/search-results	12/2/15	22:23:09 GMT
00006bb35e9b97b671ce9b451f5f5518	2	1	0:00:10	TX_houston	US	http://www.celebritycruises.com/cruise-search/search-results	2/2/16	12:59:49 GMT
00006bb35e9b97b671ce9b451f5f5518		1	0:00:10	TX_houston	US	http://www.celebritycruises.com/cruises/cruise-package-RF07E119?packageid=RF07E119&dest=CARIB&shipCode=RF&shipName=Celebrity Reflection&sailDate=1160305&cabincls=INTERIOR&promoType=80	2/2/16	12:59:59 GMT
000073d8b76b29cdf466f214b4f622b8	2	1	0:01:33	CT_jewett city	US	http://www.celebritycruises.com/htmlpage/go-canada-new-england?CID=emx_bglm_bogm_nwdply_1511_mul_em_bo_2635&allowMobile=y	12/10/15	13:30:49 GMT
000073d8b76b29cdf466f214b4f622b8		1	0:01:33	CT_jewett city	US	http://www.celebritycruises.com/cruise-search/search-results?cruisesOnly=Y&isWidget=false&dest=ATLCO&sailStartDate=2017-06&sailEndDate=2017-10	12/10/15	13:31:31 GMT
000073d8b76b29cdf466f214b4f622b8		1	0:01:33	CT_jewett city	US	http://www.celebritycruises.com/cruise-search/search-results?cruisesOnly=Y&isWidget=false&dest=ATLCO&sailStartDate=2017-06&sailEndDate=2017-10	12/10/15	13:32:22 GMT
00007dcb783527200b0bb99a5eb56182	2	1	0:04:12	RI_providence	US	http://www.celebritycruises.com/destinations	1/17/16	04:55:17 GMT
00007dcb783527200b0bb99a5eb56182		1	0:04:12	RI_providence	US	http://www.celebritycruises.com/htmlpage/go-alaska	1/17/16	04:57:24 GMT
00007dcb783527200b0bb99a5eb56182		1	0:04:12	RI_providence	US	http://www.celebritycruises.com/destinations	1/17/16	04:59:29 GMT
000082b476b3d8d0a1cc7827411d0605	2	1	0:03:08	PA_canonsburg	US	http://www.celebritycruises.com/cruises/cruise-package-CS10M150?packageid=CS10M150&dest=EUROP&shipCode=CS&shipName=Celebrity%20Constellation&sailDate=1160818&cabincls=OUTSIDE&ltoReferred=true&promoType=80&CID=emx_etar_em_2016wv_1601_bbbeuro_em_us_6496&allowMobile=y&utm_source=electronic-stats&utm_medium=email&utm_campaign=etechtrack	1/18/16	01:35:23 GMT
000082b476b3d8d0a1cc7827411d0605		1	0:03:08	PA_canonsburg	US	http://www.celebritycruises.com/htmlpage/social-connect?icid=hp_fm_brndgn_1410_hp_lk_527706	1/18/16	01:37:06 GMT
000082b476b3d8d0a1cc7827411d0605		1	0:03:08	PA_canonsburg	US	http://www.celebritycruises.com/plan-and-book/before-you-go-getting-ready?tab=before_you_go_getting_ready	1/18/16	01:38:31 GMT
0000a01d2dbf8d51cb00a54a8f267da8	2	1	0:02:53	CT_danbury	US	http://www.celebritycruises.com/htmlpage/bestofferever?CID=emx_etar_mul_2016wv_1601_25dp_em_ct_1613&allowMobile=y	1/10/16	03:15:10 GMT
0000a01d2dbf8d51cb00a54a8f267da8		1	0:02:53	CT_danbury	US	http://www.celebritycruises.com/specials/lto_80?tab=lto_80&promoType=80	1/10/16	03:18:03 GMT
0000a1a14f038e099698618ba0474183	2	1	0:00:49	CA_del mar	US	http://www.celebritycruises.com/htmlpage/bestofferever	1/17/16	05:13:29 GMT
0000a1a14f038e099698618ba0474183		1	0:00:49	CA_del mar	US	http://www.celebritycruises.com/htmlpage/bestofferever	1/17/16	05:13:30 GMT
0000a1a14f038e099698618ba0474183		1	0:00:49	CA_san diego	US	http://www.celebritycruises.com/cruise-search/search-results	1/17/16	05:13:44 GMT
0000a1a14f038e099698618ba0474183		1	0:00:49	CA_del mar	US	http://www.celebritycruises.com/htmlpage/bestofferever	1/17/16	05:14:18 GMT
0000ae1560ca82f586d533f5ba4679c2	2	1	0:01:25	OR_portland	US	http://www.celebritycruises.com/destinations/caribbean?cid=ps_mest_goog_brndgn_1410_dtcb_adlk_us_7695&gclid=Cj0KEQiAhuSzBRDBoZfG56bK9-YBEiQARiPcZSvQaBvylZnsaj8imSNJnThMRimJYU6Gvikp40B5Cp0aAjEn8P8HAQ	12/22/15	21:14:50 GMT
0000ae1560ca82f586d533f5ba4679c2		1	0:01:25	OR_st helens	US	http://www.celebritycruises.com/cruises/cruise-package-RF07E119?packageid=RF07E119&shipCode=RF&dest=CARIB	12/22/15	21:16:15 GMT
0000bb7860a3fcfe44dd07799e5ae7fe	2	1	0:01:04	TN_jackson	US	https://secure.celebritycruises.com/specials/limited-time-offers-overview	1/9/16	12:53:36 GMT
0000bb7860a3fcfe44dd07799e5ae7fe		1	0:01:04	TN_jackson	US	http://www.celebritycruises.com/htmlpage/celebrity-credit-card	1/9/16	12:54:40 GMT
0000bba2abd568f5c0a480781daf45bf	1	1	0:00:00	WA_seattle	US	http://www.celebritycruises.com/htmlpage/deals-and-departures?CID=emx_etar_em_2016wv_1601_bbbeuro_em_us_9286&allowMobile=y&utm_source=electronic-stats&utm_medium=email&utm_campaign=etechtrack	1/24/16	14:52:54 GMT
0000c6c644604d07e6dcc49075870503	1	1	0:00:00	CA_san diego	US	https://secure.celebritycruises.com/specials/limited-time-offers-overview?CID=emx_etar_mul_2015hl_1509_hoca_em_us_5858&allowMobile=y&utm_source=electronic-stats&utm_medium=email&utm_campaign=etechtrack	12/9/15	07:13:37 GMT
0000c850c95535b4102cf82db03894b4	2	1	0:00:09	IL_melrose park	US	http://www.celebritycruises.com/ships	1/14/16	01:01:30 GMT
0000c850c95535b4102cf82db03894b4		1	0:00:09	IL_melrose park	US	http://www.celebritycruises.com/ships/celebrity-xpedition	1/14/16	01:01:39 GMT
0000cd41e2beff03ce2f0573281c0b34	3	1	0:05:52	NC_southport	US	http://www.celebritycruises.com/	1/23/16	21:16:47 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/	1/23/16	21:16:48 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/plan-and-book/before-you-go-getting-ready?tab=before_you_go_getting_ready	1/23/16	21:17:02 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/	1/23/16	21:19:08 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/destinations	1/23/16	21:19:23 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/	1/23/16	21:19:24 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/destinations/caribbean	1/23/16	21:19:30 GMT
0000cd41e2beff03ce2f0573281c0b34		1	0:05:52	NC_southport	US	http://www.celebritycruises.com/cruise-search/search-results	1/23/16	21:19:38 GMT
